season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,casual,registered,count
summer,0.0,4.0,2.0,False,1.0,True,clear,18.86,22.725,0.94,19.0012,7.0,2.0,9.0
summer,0.0,4.0,4.0,False,1.0,True,clear,18.86,22.725,0.94,12.998,0.0,1.0,1.0
summer,0.0,4.0,5.0,False,1.0,True,clear,18.86,22.725,0.94,12.998,1.0,12.0,13.0
summer,0.0,4.0,6.0,False,1.0,True,misty,18.86,22.725,1.0,15.001299999999999,2.0,59.0,61.0
summer,0.0,4.0,7.0,False,1.0,True,misty,20.5,24.240000000000002,0.88,15.001299999999999,12.0,164.0,176.0
summer,0.0,4.0,8.0,False,1.0,True,misty,21.32,25.0,0.88,19.0012,28.0,286.0,314.0
summer,0.0,4.0,9.0,False,1.0,True,misty,22.96,26.515,0.83,19.0012,33.0,132.0,165.0
summer,0.0,4.0,10.0,False,1.0,True,misty,22.96,26.515,0.83,19.999499999999998,41.0,55.0,96.0
summer,0.0,4.0,11.0,False,1.0,True,misty,24.599999999999998,29.544999999999998,0.73,19.999499999999998,45.0,59.0,104.0
summer,0.0,4.0,12.0,False,1.0,True,misty,24.599999999999998,29.544999999999998,0.73,22.0028,37.0,97.0,134.0
summer,0.0,4.0,13.0,False,1.0,True,misty,26.240000000000002,30.305,0.69,27.999299999999998,62.0,77.0,139.0
summer,0.0,4.0,14.0,False,1.0,True,misty,29.52,33.335,0.54,23.9994,60.0,85.0,145.0
summer,0.0,4.0,15.0,False,1.0,True,clear,30.34,33.335,0.48,35.0008,56.0,85.0,141.0
summer,0.0,4.0,16.0,False,1.0,True,clear,30.34,33.335,0.48,35.0008,73.0,162.0,235.0
summer,0.0,4.0,17.0,False,1.0,True,clear,30.34,33.335,0.48,35.0008,100.0,352.0,452.0
summer,0.0,4.0,18.0,False,1.0,True,clear,29.52,33.335,0.51,26.0027,93.0,290.0,383.0
summer,0.0,4.0,19.0,False,1.0,True,clear,29.52,33.335,0.51,30.002599999999997,73.0,211.0,284.0
summer,0.0,4.0,20.0,False,1.0,True,clear,27.880000000000003,31.819999999999997,0.57,35.0008,44.0,122.0,166.0
summer,0.0,4.0,21.0,False,1.0,True,clear,27.060000000000002,31.06,0.61,16.997899999999998,39.0,119.0,158.0
summer,0.0,4.0,22.0,False,1.0,True,misty,26.240000000000002,31.06,0.5,19.0012,25.0,66.0,91.0
summer,0.0,4.0,23.0,False,1.0,True,rain,23.779999999999998,27.275,0.6,0.0,16.0,38.0,54.0
summer,0.0,4.0,0.0,False,2.0,True,misty,25.419999999999998,31.06,0.5,7.0015,11.0,13.0,24.0
summer,0.0,4.0,1.0,False,2.0,True,misty,25.419999999999998,31.06,0.5,6.0032,6.0,7.0,13.0
summer,0.0,4.0,2.0,False,2.0,True,misty,24.599999999999998,31.06,0.53,8.9981,7.0,7.0,14.0
summer,0.0,4.0,3.0,False,2.0,True,misty,23.779999999999998,27.275,0.56,8.9981,0.0,1.0,1.0
summer,0.0,4.0,4.0,False,2.0,True,misty,22.96,26.515,0.64,8.9981,4.0,2.0,6.0
summer,0.0,4.0,5.0,False,2.0,True,misty,22.14,25.759999999999998,0.68,8.9981,1.0,15.0,16.0
summer,0.0,4.0,6.0,False,2.0,True,misty,22.14,25.759999999999998,0.68,19.0012,3.0,55.0,58.0
summer,0.0,4.0,7.0,False,2.0,True,misty,22.14,25.759999999999998,0.68,15.001299999999999,12.0,177.0,189.0
summer,0.0,4.0,8.0,False,2.0,True,rain,19.68,23.485,0.88,26.0027,15.0,211.0,226.0
summer,0.0,4.0,9.0,False,2.0,True,rain,18.86,22.725,0.94,32.9975,4.0,50.0,54.0
summer,0.0,4.0,10.0,False,2.0,True,rain,20.5,24.240000000000002,0.82,27.999299999999998,6.0,34.0,40.0
summer,0.0,4.0,11.0,False,2.0,True,clear,21.32,25.0,0.77,23.9994,11.0,38.0,49.0
summer,0.0,4.0,12.0,False,2.0,True,misty,22.96,26.515,0.64,31.0009,9.0,83.0,92.0
summer,0.0,4.0,13.0,False,2.0,True,rain,22.14,25.759999999999998,0.68,19.0012,22.0,84.0,106.0
summer,0.0,4.0,14.0,False,2.0,True,misty,20.5,24.240000000000002,0.82,19.0012,16.0,28.0,44.0
summer,0.0,4.0,15.0,False,2.0,True,misty,19.68,23.485,0.77,35.0008,24.0,54.0,78.0
summer,0.0,4.0,16.0,False,2.0,True,misty,19.68,23.485,0.77,26.0027,19.0,80.0,99.0
summer,0.0,4.0,17.0,False,2.0,True,rain,18.04,21.97,0.77,15.001299999999999,29.0,262.0,291.0
summer,0.0,4.0,18.0,False,2.0,True,rain,18.04,21.97,0.77,15.001299999999999,21.0,203.0,224.0
summer,0.0,4.0,19.0,False,2.0,True,misty,17.22,21.21,0.82,19.0012,3.0,127.0,130.0
summer,0.0,4.0,20.0,False,2.0,True,misty,17.22,21.21,0.82,19.0012,9.0,94.0,103.0
summer,0.0,4.0,21.0,False,2.0,True,misty,17.22,21.21,0.82,12.998,10.0,74.0,84.0
summer,0.0,4.0,22.0,False,2.0,True,misty,16.400000000000002,20.455000000000002,0.94,19.999499999999998,7.0,47.0,54.0
summer,0.0,4.0,23.0,False,2.0,True,misty,16.400000000000002,20.455000000000002,0.94,16.997899999999998,8.0,31.0,39.0
summer,0.0,4.0,0.0,False,3.0,True,misty,16.400000000000002,20.455000000000002,1.0,19.999499999999998,3.0,12.0,15.0
summer,0.0,4.0,1.0,False,3.0,True,misty,16.400000000000002,20.455000000000002,1.0,19.999499999999998,0.0,1.0,1.0
summer,0.0,4.0,2.0,False,3.0,True,rain,16.400000000000002,20.455000000000002,1.0,19.999499999999998,0.0,2.0,2.0
summer,0.0,4.0,3.0,False,3.0,True,rain,16.400000000000002,20.455000000000002,0.94,22.0028,0.0,2.0,2.0
summer,0.0,4.0,4.0,False,3.0,True,rain,16.400000000000002,20.455000000000002,0.94,22.0028,1.0,2.0,3.0
summer,0.0,4.0,5.0,False,3.0,True,rain,15.58,19.695,0.94,16.997899999999998,1.0,4.0,5.0
summer,0.0,4.0,6.0,False,3.0,True,rain,15.58,19.695,0.94,15.001299999999999,1.0,33.0,34.0
summer,0.0,4.0,7.0,False,3.0,True,rain,14.76,17.424999999999997,1.0,15.001299999999999,3.0,67.0,70.0
summer,0.0,4.0,8.0,False,3.0,True,rain,15.58,19.695,0.94,12.998,6.0,158.0,164.0
summer,0.0,4.0,9.0,False,3.0,True,misty,15.58,19.695,0.94,15.001299999999999,2.0,63.0,65.0
summer,0.0,4.0,10.0,False,3.0,True,misty,16.400000000000002,20.455000000000002,0.87,12.998,4.0,42.0,46.0
summer,0.0,4.0,11.0,False,3.0,True,misty,17.22,21.21,0.82,12.998,4.0,57.0,61.0
summer,0.0,4.0,12.0,False,3.0,True,rain,17.22,21.21,0.82,16.997899999999998,12.0,83.0,95.0
summer,0.0,4.0,13.0,False,3.0,True,misty,18.04,21.97,0.77,12.998,6.0,55.0,61.0
summer,0.0,4.0,14.0,False,3.0,True,misty,17.22,21.21,0.77,16.997899999999998,24.0,82.0,106.0
summer,0.0,4.0,15.0,False,3.0,True,misty,18.04,21.97,0.72,19.0012,12.0,69.0,81.0
summer,0.0,4.0,16.0,False,3.0,True,clear,18.86,22.725,0.67,19.0012,23.0,119.0,142.0
summer,0.0,4.0,17.0,False,3.0,True,clear,18.86,22.725,0.67,19.999499999999998,25.0,284.0,309.0
summer,0.0,4.0,18.0,False,3.0,True,clear,18.04,21.97,0.62,26.0027,28.0,293.0,321.0
summer,0.0,4.0,19.0,False,3.0,True,clear,18.04,21.97,0.62,16.997899999999998,15.0,160.0,175.0
summer,0.0,4.0,20.0,False,3.0,True,clear,18.04,21.97,0.62,16.997899999999998,7.0,119.0,126.0
summer,0.0,4.0,21.0,False,3.0,True,clear,17.22,21.21,0.67,11.0014,17.0,100.0,117.0
summer,0.0,4.0,22.0,False,3.0,True,clear,17.22,21.21,0.67,12.998,10.0,89.0,99.0
summer,0.0,4.0,23.0,False,3.0,True,clear,16.400000000000002,20.455000000000002,0.71,8.9981,5.0,57.0,62.0
summer,0.0,4.0,0.0,False,4.0,True,clear,15.58,19.695,0.76,8.9981,3.0,18.0,21.0
summer,0.0,4.0,1.0,False,4.0,True,clear,15.58,19.695,0.76,15.001299999999999,1.0,9.0,10.0
summer,0.0,4.0,2.0,False,4.0,True,clear,14.76,17.424999999999997,0.76,8.9981,0.0,3.0,3.0
summer,0.0,4.0,3.0,False,4.0,True,clear,13.940000000000001,16.665,0.81,8.9981,0.0,2.0,2.0
summer,0.0,4.0,4.0,False,4.0,True,clear,13.940000000000001,18.18,0.76,0.0,1.0,8.0,9.0
summer,0.0,4.0,5.0,False,4.0,True,clear,13.940000000000001,17.424999999999997,0.76,6.0032,2.0,12.0,14.0
summer,0.0,4.0,6.0,False,4.0,True,clear,13.940000000000001,17.424999999999997,0.76,7.0015,4.0,66.0,70.0
summer,0.0,4.0,7.0,False,4.0,True,clear,15.58,19.695,0.66,0.0,11.0,182.0,193.0
summer,0.0,4.0,8.0,False,4.0,True,clear,17.22,21.21,0.58,11.0014,21.0,316.0,337.0
summer,0.0,4.0,9.0,False,4.0,True,clear,18.86,22.725,0.51,8.9981,18.0,152.0,170.0
summer,0.0,4.0,10.0,False,4.0,True,clear,20.5,24.240000000000002,0.51,12.998,21.0,68.0,89.0
summer,0.0,4.0,11.0,False,4.0,True,clear,21.32,25.0,0.45,11.0014,28.0,87.0,115.0
summer,0.0,4.0,12.0,False,4.0,True,clear,22.14,25.759999999999998,0.42,8.9981,35.0,110.0,145.0
summer,0.0,4.0,13.0,False,4.0,True,clear,22.96,26.515,0.37,15.001299999999999,38.0,121.0,159.0
summer,0.0,4.0,14.0,False,4.0,True,clear,22.96,26.515,0.35,6.0032,36.0,101.0,137.0
summer,0.0,4.0,15.0,False,4.0,True,clear,24.599999999999998,31.06,0.31,6.0032,57.0,85.0,142.0
summer,0.0,4.0,16.0,False,4.0,True,clear,24.599999999999998,30.305,0.26,7.0015,49.0,153.0,202.0
summer,0.0,4.0,17.0,False,4.0,True,clear,24.599999999999998,30.305,0.28,0.0,50.0,338.0,388.0
summer,0.0,4.0,18.0,False,4.0,True,clear,22.96,26.515,0.3,0.0,47.0,290.0,337.0
summer,0.0,4.0,19.0,False,4.0,True,clear,22.14,25.759999999999998,0.32,0.0,37.0,222.0,259.0
summer,0.0,4.0,20.0,False,4.0,True,clear,20.5,24.240000000000002,0.51,12.998,22.0,147.0,169.0
summer,0.0,4.0,21.0,False,4.0,True,clear,18.86,22.725,0.63,8.9981,19.0,126.0,145.0
summer,0.0,4.0,22.0,False,4.0,True,clear,19.68,23.485,0.55,7.0015,22.0,82.0,104.0
summer,0.0,4.0,23.0,False,4.0,True,clear,18.86,22.725,0.59,7.0015,7.0,40.0,47.0
summer,0.0,4.0,0.0,True,5.0,False,clear,18.04,21.97,0.67,0.0,6.0,21.0,27.0
summer,0.0,4.0,1.0,True,5.0,False,clear,18.04,21.97,0.62,0.0,6.0,9.0,15.0
summer,0.0,4.0,2.0,True,5.0,False,clear,16.400000000000002,20.455000000000002,0.76,0.0,8.0,10.0,18.0
summer,0.0,4.0,3.0,True,5.0,False,clear,16.400000000000002,20.455000000000002,0.76,0.0,0.0,3.0,3.0
summer,0.0,4.0,4.0,True,5.0,False,clear,15.58,19.695,0.82,6.0032,0.0,3.0,3.0
summer,0.0,4.0,5.0,True,5.0,False,clear,14.76,18.18,0.81,7.0015,2.0,11.0,13.0
summer,0.0,4.0,6.0,True,5.0,False,clear,14.76,18.18,0.81,6.0032,5.0,42.0,47.0
summer,0.0,4.0,7.0,True,5.0,False,clear,16.400000000000002,20.455000000000002,0.71,11.0014,10.0,139.0,149.0
summer,0.0,4.0,8.0,True,5.0,False,clear,18.04,21.97,0.62,19.999499999999998,21.0,279.0,300.0
summer,0.0,4.0,9.0,True,5.0,False,clear,20.5,24.240000000000002,0.55,12.998,16.0,162.0,178.0
summer,0.0,4.0,10.0,True,5.0,False,clear,20.5,24.240000000000002,0.55,12.998,31.0,91.0,122.0
summer,0.0,4.0,11.0,True,5.0,False,clear,21.32,25.0,0.55,12.998,41.0,95.0,136.0
summer,0.0,4.0,12.0,True,5.0,False,clear,21.32,25.0,0.55,19.0012,45.0,155.0,200.0
summer,0.0,4.0,13.0,True,5.0,False,clear,22.14,25.759999999999998,0.52,16.997899999999998,47.0,133.0,180.0
summer,0.0,4.0,14.0,True,5.0,False,clear,22.14,25.759999999999998,0.52,16.997899999999998,57.0,106.0,163.0
summer,0.0,4.0,15.0,True,5.0,False,clear,22.14,25.759999999999998,0.52,30.002599999999997,50.0,112.0,162.0
summer,0.0,4.0,16.0,True,5.0,False,clear,21.32,25.0,0.55,32.9975,70.0,173.0,243.0
summer,0.0,4.0,17.0,True,5.0,False,misty,20.5,24.240000000000002,0.63,26.0027,64.0,267.0,331.0
summer,0.0,4.0,18.0,True,5.0,False,misty,18.86,22.725,0.67,26.0027,47.0,216.0,263.0
summer,0.0,4.0,19.0,True,5.0,False,clear,17.22,21.21,0.77,26.0027,41.0,168.0,209.0
summer,0.0,4.0,20.0,True,5.0,False,misty,16.400000000000002,20.455000000000002,0.76,22.0028,26.0,92.0,118.0
summer,0.0,4.0,21.0,True,5.0,False,misty,16.400000000000002,20.455000000000002,0.76,19.999499999999998,25.0,77.0,102.0
summer,0.0,4.0,22.0,True,5.0,False,misty,15.58,19.695,0.82,26.0027,16.0,64.0,80.0
summer,0.0,4.0,23.0,True,5.0,False,misty,14.76,17.424999999999997,0.81,12.998,8.0,56.0,64.0
summer,0.0,4.0,0.0,False,6.0,False,misty,14.76,17.424999999999997,0.81,15.001299999999999,7.0,36.0,43.0
summer,0.0,4.0,1.0,False,6.0,False,misty,14.76,16.665,0.87,19.0012,5.0,28.0,33.0
summer,0.0,4.0,2.0,False,6.0,False,misty,14.76,17.424999999999997,0.87,8.9981,5.0,19.0,24.0
summer,0.0,4.0,3.0,False,6.0,False,misty,14.76,17.424999999999997,0.87,11.0014,5.0,9.0,14.0
summer,0.0,4.0,4.0,False,6.0,False,misty,14.76,17.424999999999997,0.87,15.001299999999999,1.0,4.0,5.0
summer,0.0,4.0,5.0,False,6.0,False,misty,15.58,19.695,0.87,19.0012,1.0,3.0,4.0
summer,0.0,4.0,6.0,False,6.0,False,rain,16.400000000000002,20.455000000000002,0.82,22.0028,1.0,9.0,10.0
summer,0.0,4.0,7.0,False,6.0,False,misty,16.400000000000002,20.455000000000002,0.82,27.999299999999998,3.0,18.0,21.0
summer,0.0,4.0,8.0,False,6.0,False,rain,16.400000000000002,20.455000000000002,0.87,23.9994,7.0,38.0,45.0
summer,0.0,4.0,9.0,False,6.0,False,rain,16.400000000000002,20.455000000000002,1.0,19.999499999999998,2.0,27.0,29.0
summer,0.0,4.0,10.0,False,6.0,False,rain,17.22,21.21,0.94,26.0027,1.0,21.0,22.0
summer,0.0,4.0,11.0,False,6.0,False,rain,17.22,21.21,0.94,30.002599999999997,4.0,27.0,31.0
summer,0.0,4.0,12.0,False,6.0,False,misty,18.86,22.725,0.88,39.000699999999995,6.0,26.0,32.0
summer,0.0,4.0,13.0,False,6.0,False,rain,18.86,22.725,0.94,35.0008,9.0,49.0,58.0
summer,0.0,4.0,14.0,False,6.0,False,rain,21.32,25.0,0.83,39.000699999999995,14.0,49.0,63.0
summer,0.0,4.0,15.0,False,6.0,False,rain,21.32,25.0,0.83,39.000699999999995,16.0,62.0,78.0
summer,0.0,4.0,16.0,False,6.0,False,rain,20.5,24.240000000000002,0.88,31.0009,6.0,27.0,33.0
summer,0.0,4.0,17.0,False,6.0,False,rain,20.5,24.240000000000002,0.88,39.000699999999995,1.0,14.0,15.0
summer,0.0,4.0,18.0,False,6.0,False,misty,20.5,24.240000000000002,0.94,26.0027,6.0,32.0,38.0
summer,0.0,4.0,19.0,False,6.0,False,misty,21.32,25.0,0.94,27.999299999999998,9.0,62.0,71.0
summer,0.0,4.0,20.0,False,6.0,False,rain,18.04,21.97,0.94,15.001299999999999,4.0,49.0,53.0
summer,0.0,4.0,21.0,False,6.0,False,misty,18.04,21.97,0.94,0.0,1.0,13.0,14.0
summer,0.0,4.0,22.0,False,6.0,False,rain,17.22,21.21,1.0,0.0,2.0,22.0,24.0
summer,0.0,4.0,23.0,False,6.0,False,misty,18.04,21.97,0.77,19.0012,5.0,30.0,35.0
summer,0.0,4.0,0.0,False,0.0,False,misty,18.04,21.97,0.77,19.0012,4.0,29.0,33.0
summer,0.0,4.0,1.0,False,0.0,False,clear,17.22,21.21,0.67,15.001299999999999,6.0,25.0,31.0
summer,0.0,4.0,2.0,False,0.0,False,clear,16.400000000000002,20.455000000000002,0.62,12.998,4.0,25.0,29.0
summer,0.0,4.0,3.0,False,0.0,False,clear,16.400000000000002,20.455000000000002,0.66,8.9981,12.0,13.0,25.0
summer,0.0,4.0,4.0,False,0.0,False,clear,14.76,18.18,0.76,7.0015,2.0,5.0,7.0
summer,0.0,4.0,5.0,False,0.0,False,clear,14.76,17.424999999999997,0.71,11.0014,2.0,1.0,3.0
summer,0.0,4.0,6.0,False,0.0,False,clear,14.76,15.909999999999998,0.66,30.002599999999997,3.0,5.0,8.0
summer,0.0,4.0,7.0,False,0.0,False,clear,14.76,16.665,0.5,23.9994,2.0,14.0,16.0
summer,0.0,4.0,8.0,False,0.0,False,clear,15.58,19.695,0.46,26.0027,7.0,36.0,43.0
summer,0.0,4.0,9.0,False,0.0,False,clear,16.400000000000002,20.455000000000002,0.43,19.0012,31.0,71.0,102.0
summer,0.0,4.0,10.0,False,0.0,False,clear,17.22,21.21,0.44,30.002599999999997,91.0,120.0,211.0
summer,0.0,4.0,11.0,False,0.0,False,clear,18.86,22.725,0.41,27.999299999999998,119.0,185.0,304.0
summer,0.0,4.0,12.0,False,0.0,False,clear,18.86,22.725,0.38,26.0027,167.0,187.0,354.0
summer,0.0,4.0,13.0,False,0.0,False,clear,20.5,24.240000000000002,0.34,26.0027,181.0,162.0,343.0
summer,0.0,4.0,14.0,False,0.0,False,clear,21.32,25.0,0.34,26.0027,170.0,191.0,361.0
summer,0.0,4.0,15.0,False,0.0,False,clear,22.14,25.759999999999998,0.32,35.0008,179.0,209.0,388.0
summer,0.0,4.0,16.0,False,0.0,False,clear,22.14,25.759999999999998,0.3,23.9994,161.0,182.0,343.0
summer,0.0,4.0,17.0,False,0.0,False,clear,22.96,26.515,0.3,30.002599999999997,143.0,163.0,306.0
summer,0.0,4.0,18.0,False,0.0,False,clear,22.96,26.515,0.3,26.0027,102.0,175.0,277.0
summer,0.0,4.0,19.0,False,0.0,False,clear,22.96,26.515,0.3,19.999499999999998,75.0,135.0,210.0
summer,0.0,4.0,20.0,False,0.0,False,clear,21.32,25.0,0.36,12.998,44.0,97.0,141.0
summer,0.0,4.0,21.0,False,0.0,False,clear,20.5,24.240000000000002,0.42,12.998,13.0,70.0,83.0
summer,0.0,4.0,22.0,False,0.0,False,clear,20.5,24.240000000000002,0.39,7.0015,21.0,49.0,70.0
summer,0.0,4.0,23.0,False,0.0,False,clear,18.04,21.97,0.67,11.0014,19.0,37.0,56.0
summer,0.0,4.0,0.0,False,1.0,True,clear,18.86,22.725,0.47,6.0032,15.0,24.0,39.0
summer,0.0,4.0,1.0,False,1.0,True,clear,18.86,22.725,0.47,8.9981,11.0,8.0,19.0
summer,0.0,4.0,2.0,False,1.0,True,clear,17.22,21.21,0.67,7.0015,14.0,2.0,16.0
summer,0.0,4.0,3.0,False,1.0,True,clear,17.22,21.21,0.62,7.0015,6.0,1.0,7.0
summer,0.0,4.0,4.0,False,1.0,True,clear,16.400000000000002,20.455000000000002,0.87,11.0014,2.0,4.0,6.0
summer,0.0,4.0,5.0,False,1.0,True,clear,16.400000000000002,20.455000000000002,0.76,6.0032,0.0,16.0,16.0
summer,0.0,4.0,6.0,False,1.0,True,clear,16.400000000000002,20.455000000000002,0.82,0.0,3.0,51.0,54.0
summer,0.0,4.0,7.0,False,1.0,True,clear,18.86,22.725,0.63,0.0,12.0,156.0,168.0
summer,0.0,4.0,8.0,False,1.0,True,clear,18.86,22.725,0.63,0.0,20.0,277.0,297.0
summer,0.0,4.0,9.0,False,1.0,True,misty,20.5,24.240000000000002,0.55,7.0015,37.0,132.0,169.0
summer,0.0,4.0,10.0,False,1.0,True,misty,21.32,25.0,0.55,7.0015,41.0,68.0,109.0
summer,0.0,4.0,11.0,False,1.0,True,misty,22.14,25.759999999999998,0.52,6.0032,36.0,87.0,123.0
summer,0.0,4.0,12.0,False,1.0,True,misty,22.96,26.515,0.49,6.0032,60.0,124.0,184.0
summer,0.0,4.0,13.0,False,1.0,True,misty,22.96,26.515,0.49,11.0014,41.0,128.0,169.0
summer,0.0,4.0,14.0,False,1.0,True,misty,23.779999999999998,27.275,0.49,12.998,49.0,95.0,144.0
summer,0.0,4.0,15.0,False,1.0,True,misty,24.599999999999998,31.06,0.43,12.998,64.0,112.0,176.0
summer,0.0,4.0,16.0,False,1.0,True,clear,24.599999999999998,31.06,0.46,19.0012,40.0,165.0,205.0
summer,0.0,4.0,17.0,False,1.0,True,clear,23.779999999999998,27.275,0.49,19.0012,66.0,362.0,428.0
summer,0.0,4.0,18.0,False,1.0,True,clear,26.240000000000002,31.06,0.31,23.9994,41.0,321.0,362.0
summer,0.0,4.0,19.0,False,1.0,True,clear,22.96,26.515,0.46,16.997899999999998,42.0,244.0,286.0
summer,0.0,4.0,20.0,False,1.0,True,clear,24.599999999999998,31.06,0.33,19.999499999999998,29.0,136.0,165.0
summer,0.0,4.0,21.0,False,1.0,True,clear,22.96,26.515,0.37,19.0012,20.0,131.0,151.0
summer,0.0,4.0,22.0,False,1.0,True,clear,21.32,25.0,0.55,19.0012,9.0,81.0,90.0
summer,0.0,4.0,23.0,False,1.0,True,clear,20.5,24.240000000000002,0.59,16.997899999999998,11.0,35.0,46.0
summer,0.0,4.0,0.0,False,2.0,True,clear,20.5,24.240000000000002,0.55,15.001299999999999,2.0,23.0,25.0
summer,0.0,4.0,1.0,False,2.0,True,clear,18.86,22.725,0.63,15.001299999999999,5.0,2.0,7.0
summer,0.0,4.0,2.0,False,2.0,True,clear,18.86,22.725,0.67,19.0012,8.0,5.0,13.0
summer,0.0,4.0,3.0,False,2.0,True,clear,19.68,23.485,0.63,15.001299999999999,0.0,3.0,3.0
summer,0.0,4.0,4.0,False,2.0,True,clear,18.86,22.725,0.67,6.0032,1.0,4.0,5.0
summer,0.0,4.0,5.0,False,2.0,True,misty,18.86,22.725,0.72,12.998,1.0,17.0,18.0
summer,0.0,4.0,6.0,False,2.0,True,misty,19.68,23.485,0.67,0.0,2.0,63.0,65.0
summer,0.0,4.0,7.0,False,2.0,True,misty,21.32,25.0,0.55,0.0,22.0,166.0,188.0
summer,0.0,4.0,8.0,False,2.0,True,misty,20.5,24.240000000000002,0.68,8.9981,20.0,331.0,351.0
summer,0.0,4.0,9.0,False,2.0,True,rain,21.32,25.0,0.63,6.0032,23.0,139.0,162.0
summer,0.0,4.0,10.0,False,2.0,True,misty,20.5,24.240000000000002,0.72,15.001299999999999,15.0,60.0,75.0
summer,0.0,4.0,11.0,False,2.0,True,misty,22.14,25.759999999999998,0.68,11.0014,19.0,53.0,72.0
summer,0.0,4.0,12.0,False,2.0,True,misty,22.14,25.759999999999998,0.64,6.0032,19.0,84.0,103.0
summer,0.0,4.0,13.0,False,2.0,True,misty,22.14,25.759999999999998,0.68,15.001299999999999,26.0,103.0,129.0
summer,0.0,4.0,14.0,False,2.0,True,misty,22.14,25.759999999999998,0.64,12.998,19.0,88.0,107.0
summer,0.0,4.0,15.0,False,2.0,True,misty,22.14,25.759999999999998,0.65,11.0014,44.0,83.0,127.0
summer,0.0,4.0,16.0,False,2.0,True,clear,22.96,26.515,0.52,19.999499999999998,30.0,162.0,192.0
summer,0.0,4.0,17.0,False,2.0,True,clear,22.96,26.515,0.6,7.0015,39.0,372.0,411.0
summer,0.0,4.0,18.0,False,2.0,True,misty,22.14,25.759999999999998,0.64,8.9981,44.0,377.0,421.0
summer,0.0,4.0,19.0,False,2.0,True,misty,20.5,24.240000000000002,0.72,12.998,28.0,248.0,276.0
summer,0.0,4.0,20.0,False,2.0,True,misty,20.5,24.240000000000002,0.72,15.001299999999999,20.0,148.0,168.0
summer,0.0,4.0,21.0,False,2.0,True,misty,20.5,24.240000000000002,0.72,8.9981,8.0,114.0,122.0
summer,0.0,4.0,22.0,False,2.0,True,clear,19.68,23.485,0.77,6.0032,3.0,109.0,112.0
summer,0.0,4.0,23.0,False,2.0,True,clear,18.86,22.725,0.88,6.0032,11.0,41.0,52.0
summer,0.0,4.0,0.0,False,3.0,True,clear,18.04,21.97,0.88,8.9981,4.0,29.0,33.0
summer,0.0,4.0,1.0,False,3.0,True,clear,17.22,21.21,0.94,11.0014,2.0,5.0,7.0
summer,0.0,4.0,2.0,False,3.0,True,clear,17.22,21.21,0.94,11.0014,0.0,2.0,2.0
summer,0.0,4.0,3.0,False,3.0,True,clear,17.22,21.21,0.94,0.0,0.0,2.0,2.0
summer,0.0,4.0,4.0,False,3.0,True,clear,16.400000000000002,20.455000000000002,1.0,7.0015,5.0,4.0,9.0
summer,0.0,4.0,5.0,False,3.0,True,clear,16.400000000000002,20.455000000000002,0.94,12.998,1.0,14.0,15.0
summer,0.0,4.0,6.0,False,3.0,True,clear,17.22,21.21,0.94,11.0014,2.0,62.0,64.0
summer,0.0,4.0,7.0,False,3.0,True,clear,18.04,21.97,0.94,0.0,26.0,211.0,237.0
summer,0.0,4.0,8.0,False,3.0,True,clear,25.419999999999998,30.305,0.69,31.0009,22.0,374.0,396.0
summer,0.0,4.0,9.0,False,3.0,True,clear,27.060000000000002,31.06,0.61,19.0012,27.0,170.0,197.0
summer,0.0,4.0,10.0,False,3.0,True,clear,25.419999999999998,30.305,0.69,6.0032,45.0,86.0,131.0
summer,0.0,4.0,11.0,False,3.0,True,clear,25.419999999999998,30.305,0.69,6.0032,31.0,87.0,118.0
summer,0.0,4.0,12.0,False,3.0,True,clear,28.7,32.574999999999996,0.48,26.0027,28.0,117.0,145.0
summer,0.0,4.0,13.0,False,3.0,True,clear,28.7,32.574999999999996,0.48,26.0027,42.0,135.0,177.0
summer,0.0,4.0,14.0,False,3.0,True,clear,30.34,32.574999999999996,0.4,31.0009,33.0,115.0,148.0
summer,0.0,4.0,15.0,False,3.0,True,misty,31.16,33.335,0.35,23.9994,32.0,113.0,145.0
summer,0.0,4.0,16.0,False,3.0,True,misty,31.16,33.335,0.35,23.9994,54.0,201.0,255.0
summer,0.0,4.0,17.0,False,3.0,True,misty,30.34,32.574999999999996,0.37,27.999299999999998,34.0,398.0,432.0
summer,0.0,4.0,18.0,False,3.0,True,clear,30.34,32.574999999999996,0.3,23.9994,56.0,385.0,441.0
summer,0.0,4.0,19.0,False,3.0,True,clear,28.7,31.819999999999997,0.32,16.997899999999998,74.0,309.0,383.0
summer,0.0,4.0,20.0,False,3.0,True,clear,27.880000000000003,31.06,0.32,7.0015,31.0,194.0,225.0
summer,0.0,4.0,21.0,False,3.0,True,clear,27.060000000000002,31.06,0.36,19.0012,38.0,134.0,172.0
summer,0.0,4.0,22.0,False,3.0,True,clear,25.419999999999998,31.06,0.41,16.997899999999998,12.0,105.0,117.0
summer,0.0,4.0,23.0,False,3.0,True,clear,24.599999999999998,31.06,0.4,22.0028,14.0,79.0,93.0
summer,0.0,4.0,0.0,False,4.0,True,clear,22.96,26.515,0.43,23.9994,11.0,33.0,44.0
summer,0.0,4.0,1.0,False,4.0,True,clear,21.32,25.0,0.45,15.001299999999999,6.0,20.0,26.0
summer,0.0,4.0,2.0,False,4.0,True,clear,20.5,24.240000000000002,0.42,26.0027,3.0,10.0,13.0
